"date","close","volume","open","high","low"

"2018/12/28","139.0900","11950610.0000","139.2000","140.9800","136.7900"
"2018/12/27","138.4500","11407510.0000","135.0500","138.4500","133.8900"
"2018/12/26","138.0000","14452360.0000","132.8700","138.0200","130.1800"
"2018/12/24","131.8900","11240720.0000","130.0000","134.5700","129.7700"
"2018/12/21","132.0000","28757930.0000","137.0800","137.1900","130.2300"
"2018/12/20","135.1100","23967630.0000","135.8300","137.7550","132.9100"
"2018/12/19","137.1400","27614500.0000","141.0400","141.3250","135.7300"
"2018/12/18","140.8200","17568170.0000","144.2800","144.7500","140.1100"
"2018/12/17","143.9800","15726640.0000","146.5000","147.9400","142.2400"
"2018/12/14","149.0000","15556480.0000","147.7100","150.7000","145.7200"
"2018/12/13","151.4800","12203100.0000","153.0500","153.4600","150.5200"
"2018/12/12","151.5000","16595780.0000","155.2400","156.1700","151.4300"
"2018/12/11","151.8300","13614260.0000","155.2600","156.2400","150.9000"
"2018/12/10","151.4300","15506430.0000","150.3900","152.8100","147.4800"
"2018/12/07","153.0600","17438360.0000","155.4000","158.0500","151.7300"
"2018/12/06","155.8300","25259980.0000","153.0000","155.8700","150.5100"
"2018/12/04","158.3400","22154300.0000","164.8800","164.9800","156.4600"
"2018/12/03","163.7400","31057810.0000","168.6400","168.8000","163.5100"
"2018/11/30","160.8600","35042190.0000","157.9000","160.8600","156.7201"
"2018/11/29","156.2800","20505610.0000","158.0800","159.0000","153.5400"
"2018/11/28","159.3400","20743610.0000","159.0100","159.8000","155.2600"
"2018/11/27","156.4600","17892140.0000","154.6400","157.9400","153.5802"
"2018/11/26","156.0100","16106170.0000","153.2100","156.5300","152.3700"
"2018/11/23","150.3300","7437479.0000","147.3000","151.1700","147.0000"
"2018/11/21","149.4100","14707580.0000","149.0600","151.4800","148.6500"
"2018/11/20","145.9800","19447780.0000","144.4800","148.0700","142.8200"
"2018/11/19","149.5300","18053210.0000","152.0200","153.2100","148.7700"
"2018/11/16","154.1000","19489910.0000","155.0400","155.8000","152.1423"
"2018/11/15","156.2200","30029500.0000","152.9000","157.4000","150.8900"
"2018/11/14","150.4400","21767580.0000","150.2100","152.1500","148.4400"
"2018/11/13","146.9800","19544820.0000","144.8300","149.9400","143.9100"
"2018/11/12","142.8200","16500820.0000","145.0100","146.4060","139.9700"
"2018/11/09","144.8500","16209350.0000","145.5700","145.7200","142.4800"
"2018/11/08","148.9900","17057390.0000","150.9900","151.8800","146.6900"
"2018/11/07","152.5000","17860340.0000","150.7700","152.8000","148.9400"
"2018/11/06","147.4400","17835420.0000","145.8700","149.9600","145.3250"
"2018/11/05","144.6400","16177040.0000","146.2200","149.3700","144.2300"
"2018/11/02","147.5900","45667320.0000","152.5600","154.3600","146.2800"
"2018/11/01","151.2500","46943600.0000","144.9800","152.3175","138.6200"
"2018/10/31","142.2800","23634410.0000","141.3500","142.6500","139.1400"
"2018/10/30","136.3300","25165940.0000","132.2800","136.4000","130.0600"
"2018/10/29","133.3800","35064320.0000","142.4200","144.0000","131.3600"
"2018/10/26","142.8700","19466330.0000","139.0000","145.8293","138.5500"
"2018/10/25","144.6000","13604120.0000","142.5000","144.9100","141.0100"
"2018/10/24","139.6100","18295720.0000","145.1800","146.6900","139.3400"
"2018/10/23","146.6500","19936740.0000","143.2200","147.5100","142.6200"
"2018/10/22","148.8000","22560500.0000","148.9900","150.2000","146.1000"
"2018/10/19","142.9300","14842970.0000","145.3400","146.7700","142.6100"
"2018/10/18","142.0200","20591730.0000","145.8500","146.2800","140.8000"
"2018/10/17","148.1400","16863550.0000","150.6800","150.6800","146.3700"
"2018/10/16","149.6000","18337850.0000","145.7100","149.7600","145.2600"
"2018/10/15","144.1600","18536160.0000","144.7700","145.6900","142.3000"
"2018/10/12","147.2900","30724610.0000","148.6200","149.0000","144.5200"
"2018/10/11","141.9000","43104960.0000","135.5300","142.9100","135.1400"
"2018/10/10","138.2900","55541460.0000","142.5000","144.0000","137.9200"
"2018/10/09","146.9400","31042160.0000","147.9700","150.5898","146.4700"
"2018/10/08","151.1400","24792330.0000","150.2000","152.6357","148.3400"
"2018/10/05","154.6300","20253600.0000","156.1400","157.1200","152.2500"
"2018/10/04","156.1300","32145230.0000","160.0600","160.0800","153.8700"
"2018/10/03","162.3700","13101040.0000","163.1500","164.5400","161.9300"
"2018/10/02","160.2300","14713340.0000","159.7900","161.0278","158.2700"
"2018/10/01","162.0000","10599540.0000","165.9200","165.9500","161.5600"
"2018/09/28","164.7600","10480580.0000","164.9000","165.6600","163.3000"
"2018/09/27","166.3200","12682550.0000","166.3900","167.0500","164.9200"
"2018/09/26","165.4000","13570590.0000","165.5200","167.3900","164.8700"
"2018/09/25","164.2500","9579768.0000","164.0500","165.4400","162.8300"
"2018/09/24","163.1600","13113480.0000","162.8100","163.3990","160.1000"
"2018/09/21","164.6300","21876600.0000","169.4600","169.8400","164.5000"
"2018/09/20","165.8800","22803720.0000","166.8900","167.7000","164.7163"
"2018/09/19","162.6300","23002870.0000","158.8200","163.1300","158.8200"
"2018/09/18","156.6500","27218070.0000","156.8800","159.4000","155.5200"
"2018/09/17","158.8900","20326940.0000","161.5000","161.6500","158.2886"
"2018/09/14","164.7400","23403950.0000","167.8800","168.0000","163.3810"
"2018/09/13","165.5300","25666870.0000","165.4100","167.2200","164.0100"
"2018/09/12","161.4600","32454860.0000","158.2000","162.8200","156.1808"
"2018/09/11","157.4600","25878870.0000","153.1800","158.4500","152.8500"
"2018/09/10","156.3600","39062050.0000","158.5900","160.7200","155.0000"
"2018/09/07","162.3700","19297860.0000","159.9500","164.6100","159.5095"
"2018/09/06","159.8700","33018050.0000","164.1600","166.4800","158.6700"
"2018/09/05","164.2300","35672700.0000","167.4800","168.2800","162.0300"
"2018/09/04","170.4400","23187010.0000","173.5000","173.9500","169.0000"
"2018/08/31","175.0100","13721350.0000","173.1100","176.6810","172.7600"
"2018/08/30","174.6000","17063610.0000","177.3300","178.1000","174.1220"
"2018/08/29","178.5000","11888560.0000","179.3500","179.6600","176.8300"
"2018/08/28","178.1900","15300960.0000","182.1500","182.3800","177.5000"
"2018/08/27","180.6500","23479060.0000","177.1000","180.8800","176.2200"
"2018/08/24","174.2300","30414790.0000","175.0000","176.3700","172.4500"
"2018/08/23","172.2300","78666520.0000","184.9700","186.5000","171.9100"
"2018/08/22","177.8500","26992790.0000","178.1500","179.7400","175.5000"
"2018/08/21","177.9200","20099570.0000","177.6300","179.6700","176.9700"
"2018/08/20","176.2900","25699090.0000","175.2200","178.8600","174.3600"
"2018/08/17","172.7800","24662250.0000","172.5200","174.2000","168.3800"
"2018/08/16","171.9900","34241580.0000","172.3300","175.7000","171.5700"
"2018/08/15","169.8300","41251300.0000","167.1100","169.8500","165.3900"
"2018/08/14","172.5300","38485100.0000","175.1400","176.2000","170.7700"
"2018/08/13","177.6800","14668290.0000","179.6500","180.6500","177.0000"
"2018/08/10","180.0100","22030660.0000","175.5700","180.4500","174.7500"
"2018/08/09","177.1900","35201440.0000","179.3100","180.6300","176.7600"
"2018/08/08","177.5200","21130010.0000","180.0000","180.1800","176.5500"
"2018/08/07","179.9200","20605320.0000","180.2900","183.0000","179.7400"
"2018/08/06","178.6200","35399150.0000","180.7000","180.8600","177.4900"
"2018/08/03","180.8400","18229350.0000","184.1500","184.5000","180.0800"
"2018/08/02","182.6000","20950920.0000","181.5400","182.9000","179.7800"
"2018/08/01","185.2700","14361340.0000","186.0000","189.0600","183.9600"
"2018/07/31","187.2300","16947350.0000","186.4000","188.9480","183.9900"
"2018/07/30","184.8200","19860040.0000","190.2200","190.5900","182.0600"
"2018/07/27","189.4200","19906310.0000","196.1000","196.2700","186.9300"
"2018/07/26","194.1800","13834250.0000","193.2100","196.1200","192.6200"
"2018/07/25","197.9800","20655540.0000","190.6100","198.3500","190.1400"
"2018/07/24","189.0000","18402470.0000","190.1900","193.0700","188.3500"
"2018/07/23","187.0400","10970250.0000","187.1800","187.8100","184.8000"
"2018/07/20","187.2500","12806710.0000","189.4900","189.5000","186.6100"
"2018/07/19","187.3400","13352350.0000","188.6800","189.6800","186.8700"
